show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,IMDB_Rating,year_added
s125,Movie,Star Trek II: The Wrath of Khan,,,United States,2021-10-01,1982,PG,113 min,"Action, Adventure, Classics","Admiral James T. Kirk is still in charge of a space fleet, but from behind a desk. Dr. McCoy and Mr. Spock convince him to take on a mission which sounds simple, but with the mysterious Khan, things get a little tricky.",7.7,2021
s126,Movie,Star Trek III: The Search for Spock,,,United States,2021-10-01,1984,PG,105 min,"Action, Adventure, Family","Admiral Kirk's defeat of Khan and the creation of the Genesis planet are empty victories. Spock is dead and McCoy is inexplicably being driven insane. Then a visit from Sarek, Spock's father, provides a startling revelation.",6.6,2021
s127,Movie,Star Trek IV: The Voyage Home,,,,2021-10-01,1986,PG,119 min,"Action, Adventure, Family","It's the 23rd century and a mysterious power is threatening Earth by evaporating the oceans and destroying the atmosphere. To save mankind, Capt. Kirk and the rest of the Starship Enterprise crew travel back in time to 1986 San Francisco. In HD.",7.3,2021
s128,Movie,Star Trek V: The Final Frontier,,,United States,2021-10-01,1989,PG,106 min,"Action, Adventure, Family","In this classic movie spin off from the TV series, Captain Kirk and his crew must deal with Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy. Stars William Shatner and Leonard Nimoy.",5.5,2021
s129,Movie,Star Trek VI: The Undiscovered Country,,,United States,2021-10-01,1991,PG,110 min,"Action, Adventure, Family",The crews of the Enterprise and the Excelsior must stop a plot to prevent a peace treaty between the Klingon Empire and the Federation.,7.2,2021
s130,Movie,Star Trek VIII: First Contact,,,,2021-10-01,1996,PG-13,111 min,"Action, Adventure, Family","Led by their seductive and sadistic queen, the Borg are headed to Earth with a devious plan to alter history. Picard's last encounter with the Borg almost killed him. Now, he wants vengeance. But how far will he go to get it?",7.6,2021
s131,Movie,Star Trek: Generations,,,,2021-10-01,1994,PG,118 min,"Action, Adventure, Family",Capt. Kirk and Capt. Picard team up to thwart mad Dr. Soran's quest for the Nexus of joy.,6.6,2021
s132,Movie,Star Trek: Insurrection,,,United States,2021-10-01,1998,PG,103 min,"Action, Adventure, Family","When the crew of the Enterprise learn of the federation plot against the inhabitants of a unique planet, Capt. Picard begins an open rebellion.",6.4,2021
s133,Movie,Star Trek: Nemesis,,,,2021-10-01,2002,PG-13,117 min,"Action, Adventure, Science Fiction",Capt. Jean-Luc Picard meets his match in a Reman rebel leader who is his evil clone in this thrilling 'Star Trek' adventure.,6.4,2021
s134,Movie,Star Trek: The Motion Picture,,,United States,2021-10-01,1979,PG,130 min,"Action, Adventure, Family","This first Star Trek film reunites the U.S.S. Enterprise's original crew. Capt. James T. Kirk now an admiral, and his crew must save humanity from an alien ship steadily approaching Earth and destroying everything in its path.",6.4,2021
s135,TV Show,Station 19,,,United States,2021-10-01,2018,TV-14,5 Seasons,"Action, Drama","In Seattle, all firefighters are also trained EMTs and the crew at Station 19 is second to none. Working in 24-hour shifts, these professionals spend so much time together that they build relationships, unlike any others.",7.0,2021
s136,Movie,Sweet Home Alabama,,,,2021-10-01,2002,TV-14,104 min,"Comedy, Romance",A fashion designer (Reese Witherspoon) demands a divorce from her husband (Josh Lucas).,6.2,2021
s137,Movie,Sweet Land,,,,2021-10-01,2005,PG,111 min,"Drama, Romance","At her husband's funeral, a woman retells her life story to her grandson going back to her arrival from Germany in 1920 to a pre-arranged marriage with a Norwegian farmer in rural Minnesota.",7.1,2021
s138,Movie,The Extreme Adventures of Super Dave,,,,2021-10-01,2000,PG,91 min,Comedy,A klutzy but legendary stuntman named Super Dave comes out of retirement to help raise money for a heart operation for his girlfriend's son.,4.2,2021
s139,Movie,The Holiday,,,,2021-10-01,2006,PG-13,136 min,"Comedy, Drama, Romance",From writer/director Nancy Meyers comes a romantic comedy about two women on opposite sides of the globe who swap houses only to discover that a change of address can really change their lives.,6.9,2021
s140,Movie,The Hunger Games,,,,2021-10-01,2012,TV-14,181 min,"Action, Adventure, Science Fiction","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.",7.2,2021
s141,Movie,The Hunger Games: Catching Fire,,,,2021-10-01,2013,TV-14,182 min,"Action, Adventure, Science Fiction","After arriving safely home from their unprecedented victory in the 74th Annual Hunger Games, Katniss and Peeta discover they must do a quick turnaround and begin a Victors Tour.",7.5,2021
s142,Movie,"The Hunger Games: Mockingjay, Part 1",,,,2021-10-01,2014,TV-14,108 min,"Action, Adventure, Science Fiction",Katniss fights for Peeta and a nation moved by her courage.,6.6,2021
s143,Movie,"The Hunger Games: Mockingjay, Part 2",,,,2021-10-01,2015,TV-14,128 min,"Action, Adventure, Family","With Panem in a full scale war, Katniss confronts President Snow. Katniss goes off on a mission with a unit from District 13 as they risk their lives to liberate the citizens of Panem, and stage an assassination attempt on President Snow.",6.6,2021
s144,Movie,The Mask of Zorro,,,,2021-10-01,1998,PG-13,138 min,"Action, Adventure","When a power-crazed despot schemes to buy California from Mexico, it takes two Zorros - the legendary Don Diego de la Vega (Anthony Hopkins) and his successor Alejandro Murrieta (Antonio Banderas) - to defeat the tyrant's unscrupulous plans.",6.8,2021
s145,TV Show,The O.C.,,,,2021-10-01,2003,TV-14,4 Seasons,"Drama, Teen","In The O.C., the lives of a group of friends and families are forever changed when an outsider arrives to their affluent community of Newport Beach in Orange County, California. From Josh Schwartz, the executive producer of Gossip Girl and Chuck, the series became a pop-culture phenomenon with its mix of heart, humor, drama and romance.",7.6,2021
s146,Movie,The Perfect Holiday,,,,2021-10-01,2007,PG,96 min,"Comedy, Drama, Family",Romance blooms when a little girl asks a department-store Santa (Morris Chestnut) to fulfill her divorced mother's (Gabrielle Union) fondest wish for Christmas.,4.8,2021
s147,Movie,The Recruit,,,,2021-10-01,2003,PG-13,115 min,"Action, Thriller",Twist-filled thriller about a CIA agent who takes a young trainee under his wing and tasks him with rooting out a mole in the agency.,7.4,2021
s148,Movie,The Rocky Horror Picture Show,,,,2021-10-01,1975,R,99 min,"Comedy, Music",A newly engaged couple break down and spend the night at the mansion home of Dr. Frank-N-Furter.,7.4,2021
s149,Movie,The Saint,,,United States,2021-10-01,1997,PG-13,116 min,"Action, Adventure, Drama","Want someone to infiltrate a top-secret organiz ation or steal a scientific formula that could change the world? For the right price, The Saint's your man.",7.5,2021
s150,Movie,The Spy Who Loved Me,,,United Kingdom,2021-10-01,1977,PG,126 min,"Action, Adventure","When British and Russian subs start vanishing, 007 teams up with Russiaâs top spy to do battle with a menacing, steel-toothed, 7â2â henchman, Jaws, and thwart archvillain Karl Strombergâs plans for destroying the world with nuclear bombs.",7.0,2021
s151,Movie,The Taking of Pelham 1 2 3,,,"United States, United Kingdom",2021-10-01,2009,R,106 min,"Action, Adventure, Black Stories","Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",7.6,2021
s152,Movie,The Untouchables,,,,2021-10-01,1987,R,119 min,"Classics, Crime, Drama",This theatrical feature is based on the popular TV series about the campaign of U.S. Prohibition Bureau agent Eliot Ness to smash the beer and booze empire of Al Capone in 1920s Chicago.,7.8,2021
s153,Movie,The Village,,,,2021-10-01,2004,PG-13,108 min,"Horror, Thriller",An idyllic village is threatened by creatures in the woods nearby.,6.6,2021
s154,Movie,The Vow,,,,2021-10-01,2012,TV-14,104 min,"Drama, Romance","Inspired by a true story, The Vow tells the tale of a husband (Channing Tatum) who must regain the love of his wife (Rachel McAdams) after a coma steals the past five years of her memories.",6.8,2021
s155,Movie,Theater of Blood,,,,2021-10-01,1973,R,104 min,"Comedy, Horror, News",Vincent Price is a crazed Shakespearean actor who adds murder to his repertoire when he takes gruesome revenge on the critics who slighted him. In HD.,7.1,2021
s156,Movie,Total Recall,,,,2021-10-01,2012,TV-14,118 min,"Action, Adventure, Science Fiction",A factory worker becomes a hunted man after a procedure goes awry that would convert his dreams of life as a spy into real memories.,7.5,2021
s157,Movie,Unforgettable,,,,2021-10-01,2017,R,100 min,"Drama, Thriller","When her ex-husband announces that he plans to remarry, a woman sets out to destroy his new bride.",6.8,2021
s158,Movie,Victor Frankenstein,,,"United Kingdom, Canada, United States",2021-10-01,2015,PG-13,110 min,"Drama, Horror",The story of Frankenstein and his monster is brought to eye-popping new life in this lavish update with Daniel Radcliffe and James McAvoy.,5.9,2021
s159,Movie,Waitress,,,,2021-10-01,2007,PG-13,108 min,"Comedy, Drama, Romance","Late filmmaker Adrienne Shelly's funny, poignant tale of a small-town waitress caught in the middle of some big-time problems.",7.0,2021
s160,Movie,When A Man Loves A Woman,,,,2021-10-01,1994,R,126 min,"Drama, Romance",A married couple is on shaky grounds due to a drinking problem.,6.5,2021
s161,Movie,Within,,,,2021-10-01,2016,R,88 min,"Horror, Thriller",A widower moves into a new house and learns that the previous owners mysteriously vanished.,4.7,2021
s162,Movie,Wolves at the Door,,,,2021-10-01,2016,R,72 min,"Drama, Horror, Thriller",Four friends endure a horrifying home invasion in the Hollywood Hills in 1969.,4.5,2021
s163,Movie,Wrong Turn 2: Dead End,,,,2021-10-01,2007,R,96 min,"Drama, Horror, Thriller",Contestants in a reality show find themselves playing a game of life-or-death when they encounter a band of inbred hillbilly cannibals.,5.5,2021
s164,TV Show,American Dad!,,,United States,2021-09-30,2005,TV-14,16 Seasons,"Adult Animation, Comedy, Sitcom",This screwball family full of radically different personalities is just trying to figure out how to love and trust one another in a bi-partisan world.,7.4,2021
s165,TV Show,BuzzFeed Unsolved: True Crime,,,United States,2021-09-30,2017,TV-14,8 Seasons,"Crime, Mystery","Conspiracy theory enthusiast Ryan deep-dives into mysteries surrounding notorious unsolved crimes, in order to convince his dubious friend Shane that, sometimes, the evidence isnât always as it seems.",8.7,2021
s166,TV Show,Entre Hombres,,,,2021-09-30,2021,,1 Season,"Action, Adventure, Drama",High-powered officials race to find a video of a sordid stag night in 1990s Buenos Aires in this HBO Latino series.,6.9,2021
s168,Movie,True Crime: The Murder of Monica Leech,,,,2021-09-30,2021,,,"Crime, Documentaries","The renewed hunt for the men wanted for the 1997 murder of bank teller Monica Leech during a robbery in quiet Thousand Oaks, California. The wanted men are members of one of L.A.âs largest and most violent street gangs. Were they inspired by a Hollywood blockbuster movie and does decades old DNA evidence hold the clue to finally putting them behind bars?",7.4,2021
s169,Movie,Minor Premise,,,,2021-09-29,2020,,96 min,"Science Fiction, Thriller","Attempting to surpass his father's legacy, a reclusive neuroscientist becomes entangled in his own experiment, pitting ten fragments of his consciousness against each other.",5.1,2021
